sep=,
="USER_NAME",="SOFTWARE_VERSION",="JIGA_FIRMWARE_VERSION",="DATE",="START_TIME",="END_TIME",="DEVICE_MODEL",="ALL_ENABLED_TESTS_STATUS",="SERIAL_NUMBER_STATUS",="SERIAL_NUMBER_VALUE",="LoRa_ID_STATUS",="LoRa_ID_VALUE",="POWER_TEST",="POWER_VALUE (mW)",="V1_TEST",="V1_VALUE (mV)",="V2_TEST",="V2_VALUE (mV)",="V3_TEST",="V3_VALUE (mV)",="V4_TEST",="V4_VALUE (mV)",="V5_TEST",="V5_VALUE (mV)",="UART_TEST",="FIRMWARE_VERSION_TEST",="FIRMWARE_VERSION_VALUE",="GPIO_TEST",="GPIO_JIGA_STATE_1",="GPIO_DUT_STATE_1",="GPIO_JIGA_STATE_2",="GPIO_DUT_STATE_2",="ADC_TEST",="ADC_VALUE (mV)",="G-SENSOR_TEST",="G-SENSOR_X_AXIS",="G-SENSOR_Y_AXIS",="G-SENSOR_Z_AXIS",="LoRa_TEST",="LoRa_channel",="LoRa_DUT_RX_DATA",="LoRa_DUT_TX_DATA",="LoRa_DUT_RSSI",="LoRa_DUT_SNR",="LoRa_JIGA_RX_DATA",="LoRa_JIGA_TX_DATA",="LoRa_JIGA_RSSI",="LoRa_JIGA_SNR",="1-WIRE_TEST",="1-WIRE_VALUE",="GSM_TEST",="GSM_CSQ_RSSI",="GSM_CSQ_BER",="GSM_IMEI",="GSM_ICCID",="GSM_NETWORK_PROVIDER",="GPS_TEST",="GPS_QUALITY_INDICATOR",="GPS_SATELLITES_USED",="GPS_HDOP",="SIM_CARD_TEST",="SIM_CARD_ICCID",="SIM_CARD_NETWORK_PROVIDER",="SETUP_DOWNLOAD",="SETUP_HASH",="LoRa_APP_EUI_STATUS",="LoRa_APP_EUI_VALUE",="LoRa_APP_SESSION_KEY_STATUS",="LORA_APP_SESSION_KEY_VALUE",="LoRa_DEV_ADDRESS_STATUS",="LoRa_DEV_ADDRESS_VALUE",="LoRa_DEV_EUI_STATUS",="LoRa_DEV_EUI_VALUE",="LoRa_NTWK_SESSION_KEY_STATUS",="LoRa_NTWK_SESSION_KEY_VALUE",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2025-01-23",="12:43:07",="12:45:41",="RI-0352",="FAIL",="PASS",="25119444",="PASS",="5119444",="PASS",="374",="PASS",="10441",="PASS",="5263",="PASS",="4272",="PASS",="3227",="PASS",="1762",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11585",="PASS",="90",="90",="0",="PASS",="927000",="449601932",="1965920242",="-78",="11",="1965920242",="449601932",="-42",="11",="PASS",="519398710E64FF28",="FAIL",="0",="0",="863238071072294",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014DBB0",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2025-01-23",="12:47:31",="12:50:31",="RI-0352",="FAIL",="PASS",="25119331",="PASS",="5119331",="PASS",="344",="PASS",="10473",="PASS",="5283",="PASS",="4311",="PASS",="3232",="PASS",="1743",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11543",="PASS",="93",="90",="3",="PASS",="927000",="1600808217",="249239856",="-76",="11",="249239856",="1600808217",="-37",="11",="PASS",="519398710E64FF28",="FAIL",="0",="0",="863238071070900",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014DB3E",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2025-01-23",="12:55:13",="12:56:53",="RI-0352",="FAIL",="PASS",="25116927",="PASS",="5116927",="PASS",="330",="PASS",="10505",="PASS",="5263",="PASS",="4301",="PASS",="3237",="PASS",="1762",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11515",="PASS",="90",="90",="0",="-",="927000",="",="",="0",="0",="",="",="0",="0",="FAIL",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014CDBD",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2025-01-23",="12:57:32",="13:00:45",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="927000",="",="",="0",="0",="",="",="0",="0",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2025-01-23",="13:02:53",="13:05:20",="RI-0352",="FAIL",="PASS",="25120208",="PASS",="5120208",="PASS",="334",="PASS",="10473",="PASS",="5283",="PASS",="4301",="PASS",="3232",="PASS",="1767",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11695",="PASS",="93",="90",="3",="PASS",="927000",="1603547477",="677681390",="-77",="11",="677681390",="1603547477",="-40",="11",="PASS",="519398710E64FF28",="FAIL",="0",="0",="863238071071643",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="00005C87D8D04093",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2025-01-23",="13:10:07",="13:13:19",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="927000",="",="",="0",="0",="",="",="0",="0",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2025-01-23",="13:17:58",="13:20:01",="RI-0352",="FAIL",="PASS",="25119029",="PASS",="5119029",="PASS",="446",="PASS",="10441",="PASS",="5283",="PASS",="4301",="PASS",="3222",="PASS",="1762",="PASS",="PASS",="v0.5.28",="FAIL",="1100",="01000",="0111",="",="-",="0",="-",="0",="0",="0",="-",="927000",="",="",="0",="0",="",="",="0",="0",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014CABF",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2025-01-23",="13:29:07",="13:31:54",="RI-0352",="FAIL",="PASS",="25117274",="PASS",="5117274",="PASS",="344",="PASS",="10441",="PASS",="5292",="PASS",="4287",="PASS",="3217",="PASS",="1748",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11626",="PASS",="90",="90",="0",="PASS",="927000",="820458833",="1829163693",="-76",="11",="1829163693",="820458833",="-46",="11",="PASS",="519398710E64FF28",="FAIL",="0",="0",="863238071094140",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014D3DF",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2025-01-23",="13:46:13",="13:51:50",="RI-0352",="FAIL",="PASS",="25113636",="PASS",="5113636",="PASS",="678",="PASS",="10441",="PASS",="5292",="PASS",="4306",="PASS",="3232",="PASS",="1762",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11571",="PASS",="90",="90",="0",="PASS",="927000",="1075594546",="754316903",="-80",="11",="754316903",="1075594546",="-43",="10",="PASS",="519398710E64FF28",="PASS",="31",="99",="863238070698420",="89551080357045088179",="Vivo",="TIMEOUT",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014ABBA",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2025-01-23",="13:54:40",="13:59:32",="RI-0352",="PASS",="PASS",="25120943",="PASS",="5120943",="PASS",="698",="PASS",="10409",="PASS",="5263",="PASS",="4282",="PASS",="3227",="PASS",="1772",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11612",="PASS",="90",="93",="3",="PASS",="927000",="568447748",="2124452283",="-82",="12",="2124452283",="568447748",="-45",="11",="PASS",="519398710E64FF28",="PASS",="31",="99",="863238071095410",="89551080357045088179",="Vivo",="PASS",="1",="9",="0.96",="PASS",="89550531460000531956",="Claro",="PASS",="-",="PASS",="6EB208C0C2A5B254",="PASS",="3A18883C329F7807BD0EFA31FAF55639",="PASS",="786383E9",="PASS",="000516800014C667",="PASS",="2FDEA5650184B05A0E54B69969A8B041",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2025-01-23",="14:05:48",="14:11:44",="RI-0352",="PASS",="PASS",="25114161",="PASS",="5114161",="PASS",="714",="PASS",="10376",="PASS",="5263",="PASS",="4301",="PASS",="3237",="PASS",="1757",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11598",="PASS",="90",="90",="0",="PASS",="927000",="1541014985",="512539716",="-79",="11",="512539716",="1541014985",="-44",="10",="PASS",="519398710E64FF28",="PASS",="10",="99",="863238070720620",="89551080357045088179",="Vivo",="PASS",="1",="8",="0.96",="PASS",="89550531460000675589",="Claro",="PASS",="-",="PASS",="F15F78D200F658E1",="PASS",="6F48AAF50D1E3E1ED53DCE22BD81D54C",="PASS",="F2C41257",="PASS",="000516800014AD76",="PASS",="918186454CAA4A281ACBB493C80BEB0B",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2025-01-23",="14:12:22",="14:19:03",="RI-0352",="FAIL",="PASS",="25114243",="PASS",="5114243",="PASS",="534",="PASS",="10376",="PASS",="5292",="PASS",="4321",="PASS",="3217",="PASS",="1850",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11543",="PASS",="93",="90",="3",="PASS",="927000",="1418401246",="875815646",="-79",="11",="875815646",="1418401246",="-49",="11",="PASS",="519398710E64FF28",="PASS",="31",="99",="863238070703030",="89551080357045360743",="Vivo",="TIMEOUT",="1",="14",="0.88",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014AC73",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2025-01-23",="14:20:28",="14:21:53",="RI-0352",="FAIL",="PASS",="25115646",="PASS",="5115646",="PASS",="518",="PASS",="10441",="PASS",="5273",="PASS",="4262",="PASS",="3227",="PASS",="1757",="PASS",="PASS",="v0.5.28",="FAIL",="1100",="01000",="1011",="",="-",="0",="-",="0",="0",="0",="-",="927000",="",="",="0",="0",="",="",="0",="0",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014B34E",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2025-01-23",="14:23:07",="14:27:42",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="927000",="",="",="0",="0",="",="",="0",="0",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
