sep=,
="USER_NAME",="SOFTWARE_VERSION",="JIGA_FIRMWARE_VERSION",="DATE",="START_TIME",="END_TIME",="DEVICE_MODEL",="ALL_ENABLED_TESTS_STATUS",="SERIAL_NUMBER_STATUS",="SERIAL_NUMBER_VALUE",="LoRa_ID_STATUS",="LoRa_ID_VALUE",="POWER_TEST",="POWER_VALUE (mW)",="V1_TEST",="V1_VALUE (mV)",="V2_TEST",="V2_VALUE (mV)",="V3_TEST",="V3_VALUE (mV)",="V4_TEST",="V4_VALUE (mV)",="V5_TEST",="V5_VALUE (mV)",="UART_TEST",="FIRMWARE_VERSION_TEST",="FIRMWARE_VERSION_VALUE",="GPIO_TEST",="GPIO_JIGA_STATE_1",="GPIO_DUT_STATE_1",="GPIO_JIGA_STATE_2",="GPIO_DUT_STATE_2",="ADC_TEST",="ADC_VALUE (mV)",="G-SENSOR_TEST",="G-SENSOR_X_AXIS",="G-SENSOR_Y_AXIS",="G-SENSOR_Z_AXIS",="LoRa_TEST",="LoRa_channel",="LoRa_DUT_RX_DATA",="LoRa_DUT_TX_DATA",="LoRa_DUT_RSSI",="LoRa_DUT_SNR",="LoRa_JIGA_RX_DATA",="LoRa_JIGA_TX_DATA",="LoRa_JIGA_RSSI",="LoRa_JIGA_SNR",="1-WIRE_TEST",="1-WIRE_VALUE",="GSM_TEST",="GSM_CSQ_RSSI",="GSM_CSQ_BER",="GSM_IMEI",="GSM_ICCID",="GSM_NETWORK_PROVIDER",="GPS_TEST",="GPS_QUALITY_INDICATOR",="GPS_SATELLITES_USED",="GPS_HDOP",="SIM_CARD_TEST",="SIM_CARD_ICCID",="SIM_CARD_NETWORK_PROVIDER",="SETUP_DOWNLOAD",="SETUP_HASH",="LoRa_APP_EUI_STATUS",="LoRa_APP_EUI_VALUE",="LoRa_APP_SESSION_KEY_STATUS",="LORA_APP_SESSION_KEY_VALUE",="LoRa_DEV_ADDRESS_STATUS",="LoRa_DEV_ADDRESS_VALUE",="LoRa_DEV_EUI_STATUS",="LoRa_DEV_EUI_VALUE",="LoRa_NTWK_SESSION_KEY_STATUS",="LoRa_NTWK_SESSION_KEY_VALUE",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="18:19:10",="18:21:14",="RI-0352",="FAIL",="PASS",="25121368",="PASS",="5121368",="PASS",="770",="PASS",="10441",="PASS",="5312",="PASS",="4331",="PASS",="3237",="PASS",="1914",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11529",="PASS",="93",="90",="3",="-",="904000",="",="",="0",="0",="",="",="0",="0",="TIMEOUT",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="00005C87D8D05D6E",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="18:32:53",="18:35:58",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="904000",="",="",="0",="0",="",="",="0",="0",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="18:36:29",="18:39:34",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="904000",="",="",="0",="0",="",="",="0",="0",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="18:41:18",="18:43:11",="RI-0352",="FAIL",="PASS",="25122137",="PASS",="5122137",="PASS",="652",="PASS",="10280",="PASS",="5273",="PASS",="4355",="PASS",="3251",="PASS",="2041",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11460",="PASS",="93",="90",="3",="-",="904000",="",="",="0",="0",="",="",="0",="0",="TIMEOUT",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="00005C87D8D05A6A",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="18:44:53",="18:50:25",="RI-0352",="PASS",="PASS",="25122137",="PASS",="5122137",="PASS",="760",="PASS",="10441",="PASS",="5283",="PASS",="4355",="PASS",="3247",="PASS",="1777",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11446",="PASS",="93",="90",="3",="PASS",="904000",="876546280",="645991599",="-74",="11",="645991599",="876546280",="-32",="11",="PASS",="519398710E64FF28",="PASS",="28",="99",="863238071265096",="89551080357045139790",="Vivo",="PASS",="2",="20",="0.57",="PASS",="89550531460000540767",="Claro",="PASS",="-",="PASS",="1AE440A698C058FC",="PASS",="DAD88F2091BE85A2BCDC18EAA9A66AC9",="PASS",="AFAA03D5",="PASS",="00005C87D8D05A6A",="PASS",="8AC85EEE9F882049AC23C1861A381CCF",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="18:50:36",="18:55:29",="RI-0352",="PASS",="PASS",="25121368",="PASS",="5121368",="PASS",="1160",="PASS",="10409",="PASS",="5332",="PASS",="4335",="PASS",="3237",="PASS",="1801",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11502",="PASS",="93",="93",="5",="PASS",="904000",="1753794272",="89609396",="-77",="11",="89609396",="1753794272",="-32",="11",="PASS",="519398710E64FF28",="PASS",="27",="99",="863238071140471",="89551080357045139790",="Vivo",="PASS",="2",="19",="0.58",="PASS",="89550531460000542581",="Claro",="PASS",="-",="PASS",="D5333BDFCF0C4384",="PASS",="92D070658C1870E15ECE9A2E9743ED8B",="PASS",="80EAB18B",="PASS",="00005C87D8D05D6E",="PASS",="979263E1FE5FE2DD9B1039659514BE5E",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="18:55:54",="19:00:48",="RI-0352",="PASS",="PASS",="25121315",="PASS",="5121315",="PASS",="734",="PASS",="10248",="PASS",="5322",="PASS",="4301",="PASS",="3237",="PASS",="1762",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11598",="PASS",="93",="90",="3",="PASS",="904000",="72150541",="1091422016",="-78",="12",="1091422016",="72150541",="-35",="11",="PASS",="519398710E64FF28",="PASS",="28",="99",="863238071313060",="89551080357045139790",="Vivo",="PASS",="1",="19",="0.57",="PASS",="89550531460000542789",="Claro",="PASS",="-",="PASS",="67E3DD1C77C9C7E2",="PASS",="506C57DF1715ACCD23679F59CAA8C451",="PASS",="10711996",="PASS",="00005C87D8D05679",="PASS",="57D97F43F0B79DA75C89CD4BF0BD5788",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="19:01:32",="19:03:25",="RI-0352",="FAIL",="PASS",="25121938",="PASS",="5121938",="PASS",="466",="PASS",="10280",="PASS",="5302",="PASS",="4345",="PASS",="3247",="PASS",="1777",="PASS",="PASS",="v0.5.28",="FAIL",="1100",="01100",="",="",="-",="0",="-",="0",="0",="0",="-",="904000",="",="",="0",="0",="",="",="0",="0",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="00005C87D8D055A5",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="19:03:56",="19:07:14",="RI-0352",="FAIL",="PASS",="25121982",="PASS",="5121982",="PASS",="662",="PASS",="10409",="PASS",="5292",="PASS",="4321",="PASS",="3251",="PASS",="1772",="PASS",="PASS",="v0.5.28",="FAIL",="1100",="01000",="0111",="",="-",="0",="-",="0",="0",="0",="-",="904000",="",="",="0",="0",="",="",="0",="0",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="00005C87D8D05560",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="19:08:38",="19:14:43",="RI-0352",="FAIL",="PASS",="25121817",="PASS",="5121817",="PASS",="642",="PASS",="10409",="PASS",="5302",="PASS",="4306",="PASS",="3251",="PASS",="1772",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11460",="PASS",="90",="90",="0",="PASS",="904000",="1155532014",="1079905721",="-75",="11",="1079905721",="1155532014",="-32",="11",="PASS",="519398710E64FF28",="PASS",="27",="99",="863238071281853",="89551080357045139790",="Vivo",="TIMEOUT",="2",="19",="0.58",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="00005C87D8D056FC",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="19:15:27",="19:20:40",="RI-0352",="PASS",="PASS",="25121817",="PASS",="5121817",="PASS",="330",="PASS",="10441",="PASS",="5292",="PASS",="4306",="PASS",="3247",="PASS",="1757",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11446",="PASS",="90",="90",="0",="PASS",="904000",="1855828319",="198941322",="-77",="11",="198941322",="1855828319",="-34",="11",="PASS",="519398710E64FF28",="PASS",="28",="99",="863238071281853",="89551080357045139790",="Vivo",="PASS",="2",="18",="0.59",="PASS",="89550531460000542599",="Claro",="PASS",="-",="PASS",="E1214E1F592D5296",="PASS",="1CFB3FFB5635D7190FA81E61274ABE9D",="PASS",="76E8119C",="PASS",="00005C87D8D056FC",="PASS",="DA73D074675F11538E2CB327566ABCEE",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="20:08:30",="20:13:38",="RI-0352",="PASS",="PASS",="25122198",="PASS",="5122198",="PASS",="656",="PASS",="10409",="PASS",="5292",="PASS",="4350",="PASS",="3251",="PASS",="1752",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11488",="PASS",="90",="90",="0",="PASS",="904000",="967297592",="81593527",="-74",="11",="81593527",="967297592",="-32",="9",="PASS",="519398710E64FF28",="PASS",="26",="99",="863238071250072",="89551080357045139790",="Vivo",="PASS",="1",="19",="0.59",="PASS",="89550531460000542565",="Claro",="PASS",="-",="PASS",="8B353D78D9626EE6",="PASS",="9EF9E9882461D537854EACB6EB07E460",="PASS",="53EF55F1",="PASS",="00005C87D8D05555",="PASS",="8EA03988B2D8DD039FA5C17A2C2DD45D",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="20:13:56",="20:19:28",="RI-0352",="PASS",="PASS",="25122106",="PASS",="5122106",="PASS",="452",="PASS",="10441",="PASS",="5322",="PASS",="4311",="PASS",="3251",="PASS",="1772",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11543",="PASS",="93",="90",="3",="PASS",="904000",="1274417947",="436250161",="-76",="11",="436250161",="1274417947",="-37",="12",="PASS",="519398710E64FF28",="PASS",="26",="0",="863238071273512",="89551080357045139790",="Vivo",="PASS",="2",="18",="0.72",="PASS",="89550531460000540452",="Claro",="PASS",="-",="PASS",="612CC0827C42A0BA",="PASS",="78FEFE9E72B2DF2C7841A94F4B7C2722",="PASS",="10ED7E17",="PASS",="00005C87D8D05AFB",="PASS",="E91337C2CEACE2FCB890D9DF392A0B1D",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="20:20:17",="20:23:35",="RI-0352",="FAIL",="PASS",="25121763",="PASS",="5121763",="PASS",="1726",="PASS",="10248",="PASS",="5361",="PASS",="4331",="PASS",="3247",="PASS",="1787",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11515",="PASS",="90",="90",="0",="-",="904000",="",="",="0",="0",="",="",="0",="0",="FAIL",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="00005C87D8D0556F",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="20:24:50",="20:29:18",="RI-0352",="PASS",="PASS",="25121763",="PASS",="5121763",="PASS",="620",="PASS",="10441",="PASS",="5322",="PASS",="4321",="PASS",="3247",="PASS",="1777",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11529",="PASS",="90",="90",="0",="PASS",="904000",="1274026767",="1541486558",="-74",="11",="1541486558",="1274026767",="-32",="11",="PASS",="519398710E64FF28",="PASS",="27",="99",="863238071250064",="89551080357045139790",="Vivo",="PASS",="1",="17",="0.63",="PASS",="89550531460000542573",="Claro",="PASS",="-",="PASS",="29DEB7AE40CA446E",="PASS",="53A24BE611579B707148084B83D760C8",="PASS",="0DF383D5",="PASS",="00005C87D8D0556F",="PASS",="87112B859E87845C9D4B882713761DD4",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="20:29:45",="20:41:11",="RI-0352",="FAIL",="PASS",="25121357",="PASS",="5121357",="PASS",="312",="PASS",="10473",="PASS",="5292",="PASS",="4345",="PASS",="3247",="PASS",="1757",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11488",="PASS",="93",="90",="3",="PASS",="904000",="1399965609",="316475678",="-75",="11",="316475678",="1399965609",="-32",="11",="PASS",="519398710E64FF28",="TIMEOUT",="0",="0",="863238071261855",="89551080357045139790",="Vivo",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="00005C87D8D05D8B",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="20:41:57",="20:46:10",="RI-0352",="FAIL",="PASS",="25121696",="PASS",="5121696",="PASS",="430",="PASS",="10441",="PASS",="5292",="PASS",="4316",="PASS",="3251",="PASS",="1772",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11529",="PASS",="90",="93",="3",="FAIL",="904000",="595373029",="1733412485",="-62",="10",="",="602015408",="0",="0",="PASS",="519398710E64FF28",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="00005C87D8D00B80",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="20:46:48",="20:53:42",="RI-0352",="PASS",="PASS",="25121696",="PASS",="5121696",="PASS",="610",="PASS",="10473",="PASS",="5292",="PASS",="4316",="PASS",="3251",="PASS",="1767",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11557",="PASS",="90",="93",="3",="PASS",="904000",="1820378162",="789573136",="-82",="11",="789573136",="1820378162",="-37",="12",="PASS",="519398710E64FF28",="PASS",="28",="99",="863238071275723",="89551080357045139790",="Vivo",="PASS",="2",="14",="0.68",="PASS",="89550531460000550204",="Claro",="PASS",="-",="PASS",="DDCE8B5B14F9DD63",="PASS",="8C85F6351D78FB1ACFA33CF547828C69",="PASS",="32FDF026",="PASS",="00005C87D8D00B80",="PASS",="E6F6AB25708B3162837C94DFB79DA540",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="20:54:25",="20:55:50",="RI-0352",="FAIL",="PASS",="25122278",="PASS",="5122278",="PASS",="416",="PASS",="10473",="PASS",="5302",="PASS",="4326",="PASS",="3242",="PASS",="1762",="PASS",="PASS",="v0.5.28",="FAIL",="1100",="01000",="0111",="",="-",="0",="-",="0",="0",="0",="-",="904000",="",="",="0",="0",="",="",="0",="0",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="00005C87D8D05AF3",="-",="",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="20:56:52",="21:03:26",="RI-0352",="PASS",="PASS",="25122278",="PASS",="5122278",="PASS",="672",="PASS",="10473",="PASS",="5302",="PASS",="4331",="PASS",="3242",="PASS",="1762",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11419",="PASS",="93",="90",="3",="PASS",="904000",="135340344",="1963404281",="-76",="11",="1963404281",="135340344",="-34",="10",="PASS",="519398710E64FF28",="PASS",="28",="99",="863238071270328",="89551080357045139790",="Vivo",="PASS",="2",="17",="0.62",="PASS",="89550531460000544694",="Claro",="PASS",="-",="PASS",="8A4E0A427A3E05AA",="PASS",="F0AED13F8713DD98A74BAA306E9FEAF7",="PASS",="BB2320DB",="PASS",="00005C87D8D05AF3",="PASS",="EA8D482AE4F3975D0479996AFCE638D8",
="hi-mix",="v 9.0.9 (beta)",="1.0.5",="2024-12-10",="21:03:44",="21:06:49",="RI-0352",="FAIL",="PASS",="25121716",="PASS",="5121716",="PASS",="728",="PASS",="10280",="PASS",="5312",="PASS",="4316",="PASS",="3237",="PASS",="1782",="PASS",="PASS",="v0.5.28",="PASS",="1100",="01000",="0011",="10111",="PASS",="11778",="PASS",="93",="90",="3",="-",="904000",="",="",="0",="0",="",="",="0",="0",="TIMEOUT",="519398710E64FF28",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="00005C87D8D05D6C",="-",="",
