sep=,
="DATE",="START_TIME",="END_TIME",="USER_NAME",="DEVICE_MODEL",="ALL_ENABLED_TESTS_STATUS",="SERIAL_NUMBER_STATUS",="SERIAL_NUMBER_VALUE",="LoRa_ID_STATUS",="LoRa_ID_VALUE",="POWER_TEST",="POWER_VALUE (mW)",="V1_TEST",="V1_VALUE (mV)",="V2_TEST",="V2_VALUE (mV)",="V3_TEST",="V3_VALUE (mV)",="V4_TEST",="V4_VALUE (mV)",="V5_TEST",="V5_VALUE (mV)",="UART_TEST",="FIRMWARE_VERSION_TEST",="FIRMWARE_VERSION_VALUE",="GPIO_TEST",="GPIO_JIGA_STATE_1",="GPIO_DUT_STATE_1",="GPIO_JIGA_STATE_2",="GPIO_DUT_STATE_2",="ADC_TEST",="ADC_VALUE (mV)",="G-SENSOR_TEST",="G-SENSOR_X_AXIS",="G-SENSOR_Y_AXIS",="G-SENSOR_Z_AXIS",="LoRa_TEST",="LoRa_channel",="LoRa_DUT_RX_DATA",="LoRa_DUT_TX_DATA",="LoRa_DUT_RSSI",="LoRa_DUT_SNR",="LoRa_JIGA_RX_DATA",="LoRa_JIGA_TX_DATA",="LoRa_JIGA_RSSI",="LoRa_JIGA_SNR",="CAN_TEST",="CAN_BIT_RATE",="CAN_DUT_RX_DATA",="CAN_DUT_TX_DATA",="CAN_JIGA_RX_DATA",="CAN_JIGA_TX_DATA",="1-WIRE_TEST",="1-WIRE_VALUE",="GSM_TEST",="GSM_CSQ_RSSI",="GSM_CSQ_BER",="GSM_IMEI",="GSM_ICCID",="GSM_NETWORK_PROVIDER",="GPS_TEST",="GPS_QUALITY_INDICATOR",="GPS_SATELLITES_USED",="GPS_HDOP",="SIM_CARD_TEST",="SIM_CARD_ICCID",="SIM_CARD_NETWORK_PROVIDER",="SETUP_DOWNLOAD",="SETUP_HASH",="LoRa_APP_EUI_STATUS",="LoRa_APP_EUI_VALUE",="LoRa_APP_SESSION_KEY_STATUS",="LORA_APP_SESSION_KEY_VALUE",="LoRa_DEV_ADDRESS_STATUS",="LoRa_DEV_ADDRESS_VALUE",="LoRa_DEV_EUI_STATUS",="LoRa_DEV_EUI_VALUE",="LoRa_NTWK_SESSION_KEY_STATUS",="LoRa_NTWK_SESSION_KEY_VALUE",
="2024-08-15",="16:34:42",="16:46:29",="hi-mix",="RI-0352",="FAIL",="PASS",="25106282",="PASS",="5106282",="PASS",="570",="PASS",="10505",="PASS",="5400",="PASS",="4448",="PASS",="3378",="PASS",="1918",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11598",="-",="0",="0",="0",="PASS",="906000",="556731163",="29052524",="-73",="11",="29052524",="556731163",="-36",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="TIMEOUT",="0",="0",="869671072638016",="89551080357045194449",="Vivo",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="0005168000148DAB",="-",="",
="2024-08-15",="16:48:39",="16:51:38",="hi-mix",="RI-0352",="FAIL",="PASS",="25106282",="PASS",="5106282",="PASS",="328",="PASS",="10602",="PASS",="5302",="PASS",="4365",="PASS",="3266",="PASS",="1777",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11751",="-",="0",="0",="0",="PASS",="906000",="1322603059",="1741018846",="-73",="11",="1741018846",="1322603059",="-36",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="FAIL",="0",="0",="869671072638016",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="0005168000148DAB",="-",="",
="2024-08-15",="16:52:53",="17:04:40",="hi-mix",="RI-0352",="FAIL",="PASS",="25106392",="PASS",="5106392",="PASS",="718",="PASS",="10473",="PASS",="5380",="PASS",="4365",="PASS",="3315",="PASS",="1801",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11543",="-",="0",="0",="0",="PASS",="906000",="561119435",="186209563",="-75",="10",="186209563",="561119435",="-41",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="TIMEOUT",="0",="0",="869671072638545",="89551080357045194449",="Vivo",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="0005168000149290",="-",="",
="2024-08-15",="17:07:42",="17:10:48",="hi-mix",="RI-0352",="FAIL",="PASS",="25106392",="PASS",="5106392",="PASS",="340",="PASS",="10570",="PASS",="5390",="PASS",="4350",="PASS",="3281",="PASS",="1791",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11640",="-",="0",="0",="0",="PASS",="906000",="551369600",="191376226",="-76",="11",="191376226",="551369600",="-41",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="FAIL",="0",="0",="869671072638545",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="0005168000149290",="-",="",
="2024-08-15",="17:42:18",="17:47:24",="hi-mix",="RI-0352",="FAIL",="PASS",="25106392",="PASS",="5106392",="PASS",="478",="PASS",="10538",="PASS",="5419",="PASS",="4370",="PASS",="3291",="PASS",="1791",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11626",="-",="0",="0",="0",="PASS",="906000",="2140989240",="107129962",="-75",="11",="107129962",="2140989240",="-38",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="29",="99",="869671072638545",="89551080357045139790",="Vivo",="PASS",="2",="11",="0.81",="PASS",="89550534400026582648",="Claro",="FAIL",="-",="-",="",="-",="",="-",="",="PASS",="0005168000149290",="-",="",
="2024-08-20",="08:20:59",="08:25:43",="hi-mix",="RI-0352",="FAIL",="PASS",="25108245",="PASS",="5108245",="PASS",="718",="PASS",="10538",="PASS",="5312",="PASS",="4389",="PASS",="3291",="PASS",="1782",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11529",="-",="0",="0",="0",="PASS",="906000",="1968776355",="1039526516",="-71",="11",="1039526516",="1968776355",="-35",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="26",="99",="865413056315335",="89551080357045298158",="Vivo",="FAIL",="1",="15",="0.67",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014D435",="-",="",
="2024-08-20",="08:26:25",="08:27:39",="hi-mix",="RI-0352",="FAIL",="PASS",="25108245",="PASS",="5108245",="PASS",="846",="PASS",="10409",="PASS",="5312",="PASS",="4365",="PASS",="3286",="PASS",="1787",="PASS",="PASS",="v0.5.23",="FAIL",="1100",="01000",="0111",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014D435",="-",="",
="2024-08-20",="08:28:35",="08:31:34",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-08-20",="08:32:12",="08:34:17",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-08-20",="08:34:59",="08:36:53",="hi-mix",="RI-0352",="FAIL",="PASS",="25108304",="PASS",="5108304",="PASS",="734",="PASS",="10505",="PASS",="5429",="PASS",="4418",="PASS",="3334",="PASS",="1855",="PASS",="PASS",="v0.5.23",="FAIL",="1100",="01000",="0111",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014D433",="-",="",
="2024-08-20",="08:38:05",="08:43:34",="hi-mix",="RI-0352",="FAIL",="PASS",="25108304",="PASS",="5108304",="PASS",="766",="PASS",="10473",="PASS",="5332",="PASS",="4360",="PASS",="3276",="PASS",="1796",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11654",="-",="0",="0",="0",="FAIL",="906000",="163",="958800326",="-70",="10",="",="1639812817",="0",="0",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014D433",="-",="",
="2024-08-20",="08:44:31",="08:46:22",="hi-mix",="RI-0352",="FAIL",="PASS",="25108255",="PASS",="5108255",="PASS",="396",="PASS",="10538",="PASS",="5332",="PASS",="4340",="PASS",="3256",="PASS",="1791",="PASS",="PASS",="v0.5.23",="FAIL",="1100",="01000",="0111",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014D56E",="-",="",
="2024-08-20",="08:47:24",="08:52:07",="hi-mix",="RI-0352",="FAIL",="PASS",="25108255",="PASS",="5108255",="PASS",="400",="PASS",="10570",="PASS",="5351",="PASS",="4340",="PASS",="3256",="PASS",="1801",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11640",="-",="0",="0",="0",="PASS",="906000",="32096661",="886869914",="-74",="11",="886869914",="32096661",="-36",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="28",="99",="865413056315889",="89551080357045298158",="Vivo",="PASS",="2",="15",="0.68",="PASS",="89550537420005751094",="Claro",="FAIL",="-",="-",="",="-",="",="-",="",="PASS",="000516800014D56E",="-",="",
="2024-08-20",="08:53:58",="08:58:06",="hi-mix",="RI-0352",="FAIL",="PASS",="25108304",="PASS",="5108304",="PASS",="792",="PASS",="10344",="PASS",="5429",="PASS",="4399",="PASS",="3320",="PASS",="1835",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11598",="-",="0",="0",="0",="PASS",="906000",="1896671642",="213431074",="-68",="11",="213431074",="1896671642",="-32",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="26",="99",="865413056315673",="89551080357045298158",="Vivo",="PASS",="2",="14",="0.70",="PASS",="89550537420005750492",="Claro",="FAIL",="-",="-",="",="-",="",="-",="",="PASS",="000516800014D433",="-",="",
="2024-08-20",="09:02:56",="09:08:19",="hi-mix",="RI-0352",="FAIL",="PASS",="25108304",="PASS",="5108304",="PASS",="482",="PASS",="10505",="PASS",="5322",="PASS",="4345",="PASS",="3266",="PASS",="1787",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11681",="-",="0",="0",="0",="FAIL",="906000",="1406",="279353532",="-69",="11",="",="1406476747",="0",="0",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014D433",="-",="",
="2024-08-20",="09:08:38",="09:13:14",="hi-mix",="RI-0352",="FAIL",="PASS",="25108304",="PASS",="5108304",="PASS",="694",="PASS",="10505",="PASS",="5332",="PASS",="4340",="PASS",="3256",="PASS",="1787",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11654",="-",="0",="0",="0",="PASS",="906000",="779474716",="246986050",="-69",="12",="246986050",="779474716",="-35",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="26",="99",="865413056315673",="89551080357045298158",="Vivo",="PASS",="2",="13",="0.80",="PASS",="89550537420005750492",="Claro",="FAIL",="-",="-",="",="-",="",="-",="",="PASS",="000516800014D433",="-",="",
="2024-08-20",="09:14:43",="09:16:33",="hi-mix",="RI-0352",="FAIL",="PASS",="25108202",="PASS",="5108202",="PASS",="514",="PASS",="10505",="PASS",="5371",="PASS",="4340",="PASS",="3251",="PASS",="1791",="PASS",="PASS",="v0.5.23",="FAIL",="1100",="01000",="0111",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="0005168000149EAA",="-",="",
="2024-08-20",="09:20:01",="09:21:47",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-08-20",="09:26:22",="09:31:21",="hi-mix",="RI-0352",="FAIL",="PASS",="25108202",="PASS",="5108202",="PASS",="404",="PASS",="10570",="PASS",="5371",="PASS",="4345",="PASS",="3261",="PASS",="1782",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11598",="-",="0",="0",="0",="PASS",="906000",="700189631",="1125651574",="-71",="11",="1125651574",="700189631",="-35",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="27",="99",="869671072651431",="89551080357045298158",="Vivo",="PASS",="2",="14",="0.81",="PASS",="89550537420005751094",="Claro",="FAIL",="-",="-",="",="-",="",="-",="",="PASS",="0005168000149EAA",="-",="",
="2024-08-20",="09:34:11",="09:41:29",="hi-mix",="RI-0352",="PASS",="PASS",="25108202",="PASS",="5108202",="PASS",="550",="PASS",="10505",="PASS",="5380",="PASS",="4355",="PASS",="3271",="PASS",="1806",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11598",="-",="0",="0",="0",="PASS",="906000",="1271955939",="2065868314",="-72",="11",="2065868314",="1271955939",="-35",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="31",="99",="869671072651431",="89551080357045298158",="Vivo",="PASS",="2",="15",="0.83",="PASS",="89550537420005751094",="Claro",="PASS",="-",="PASS",="32ACE6985F0E1285",="PASS",="6336D7F151C613246E7DFE1E2A7C6268",="PASS",="F69EBA9D",="PASS",="0005168000149EAA",="PASS",="ABA1AB6329AE6831AFC5CA9664C53789",
="2024-08-20",="09:42:50",="09:48:53",="hi-mix",="RI-0352",="FAIL",="PASS",="25108299",="PASS",="5108299",="PASS",="374",="PASS",="10473",="PASS",="5312",="PASS",="4360",="PASS",="3281",="PASS",="1782",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11626",="-",="0",="0",="0",="PASS",="906000",="1103089793",="1919544295",="-72",="5",="1919544295",="1103089793",="-39",="11",="-",="1000",="",="",="",="",="PASS",="519398710E64FF28",="PASS",="25",="99",="865413056315806",="89551080357045298158",="Vivo",="FAIL",="2",="15",="0.73",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014D14C",="-",="",
="2024-08-20",="09:49:46",="09:50:48",="hi-mix",="RI-0352",="FAIL",="PASS",="25108360",="PASS",="5108360",="PASS",="364",="PASS",="10505",="PASS",="5312",="PASS",="4379",="PASS",="3271",="PASS",="1791",="PASS",="PASS",="v0.5.23",="FAIL",="1100",="01100",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="0005168000149F81",="-",="",
="2024-08-20",="09:51:55",="09:53:08",="hi-mix",="RI-0352",="FAIL",="PASS",="25108255",="PASS",="5108255",="PASS",="694",="PASS",="10538",="PASS",="5332",="PASS",="4340",="PASS",="3261",="PASS",="1801",="PASS",="PASS",="v0.5.23",="FAIL",="1100",="01000",="0111",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014D56E",="-",="",
="2024-08-20",="09:54:50",="09:55:55",="hi-mix",="RI-0352",="FAIL",="PASS",="25107738",="PASS",="5107738",="PASS",="796",="PASS",="10538",="PASS",="5351",="PASS",="4375",="PASS",="3276",="PASS",="1791",="PASS",="PASS",="v0.5.23",="FAIL",="1100",="01000",="0111",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014C195",="-",="",
