sep=,
="DATE",="START_TIME",="END_TIME",="USER_NAME",="DEVICE_MODEL",="ALL_ENABLED_TESTS_STATUS",="SERIAL_NUMBER_STATUS",="SERIAL_NUMBER_VALUE",="LoRa_ID_STATUS",="LoRa_ID_VALUE",="POWER_TEST",="POWER_VALUE (mW)",="V1_TEST",="V1_VALUE (mV)",="V2_TEST",="V2_VALUE (mV)",="V3_TEST",="V3_VALUE (mV)",="V4_TEST",="V4_VALUE (mV)",="V5_TEST",="V5_VALUE (mV)",="UART_TEST",="FIRMWARE_VERSION_TEST",="FIRMWARE_VERSION_VALUE",="GPIO_TEST",="GPIO_JIGA_STATE_1",="GPIO_DUT_STATE_1",="GPIO_JIGA_STATE_2",="GPIO_DUT_STATE_2",="ADC_TEST",="ADC_VALUE (mV)",="G-SENSOR_TEST",="G-SENSOR_X_AXIS",="G-SENSOR_Y_AXIS",="G-SENSOR_Z_AXIS",="LoRa_TEST",="LoRa_channel",="LoRa_DUT_RX_DATA",="LoRa_DUT_TX_DATA",="LoRa_DUT_RSSI",="LoRa_DUT_SNR",="LoRa_JIGA_RX_DATA",="LoRa_JIGA_TX_DATA",="LoRa_JIGA_RSSI",="LoRa_JIGA_SNR",="CAN_TEST",="CAN_BIT_RATE",="CAN_DUT_RX_DATA",="CAN_DUT_TX_DATA",="CAN_JIGA_RX_DATA",="CAN_JIGA_TX_DATA",="1-WIRE_TEST",="1-WIRE_VALUE",="GSM_TEST",="GSM_CSQ_RSSI",="GSM_CSQ_BER",="GSM_IMEI",="GSM_ICCID",="GSM_NETWORK_PROVIDER",="GPS_TEST",="GPS_QUALITY_INDICATOR",="GPS_SATELLITES_USED",="GPS_HDOP",="SIM_CARD_TEST",="SIM_CARD_ICCID",="SIM_CARD_NETWORK_PROVIDER",="SETUP_DOWNLOAD",="SETUP_HASH",="LoRa_APP_EUI_STATUS",="LoRa_APP_EUI_VALUE",="LoRa_APP_SESSION_KEY_STATUS",="LORA_APP_SESSION_KEY_VALUE",="LoRa_DEV_ADDRESS_STATUS",="LoRa_DEV_ADDRESS_VALUE",="LoRa_DEV_EUI_STATUS",="LoRa_DEV_EUI_VALUE",="LoRa_NTWK_SESSION_KEY_STATUS",="LoRa_NTWK_SESSION_KEY_VALUE",
="2024-07-03",="15:45:43",="15:47:17",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="15:47:31",="15:49:15",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="15:49:40",="15:51:25",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="15:53:06",="15:54:50",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="15:58:11",="16:00:23",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="16:15:39",="16:17:59",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="16:21:09",="16:26:53",="hi-mix",="RI-0352",="FAIL",="PASS",="25102910",="PASS",="5102910",="PASS",="740",="PASS",="10244",="PASS",="5432",="PASS",="4326",="PASS",="3295",="PASS",="1787",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11474",="-",="0",="0",="0",="PASS",="906000",="732174043",="1220277972",="-38",="11",="1220277972",="732174043",="-46",="10",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="13",="99",="865413056318149",="89551080157072791251",="Vivo",="PASS",="1",="12",="0.77",="FAIL",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="0005168000147FB1",="-",="",
="2024-07-03",="16:27:46",="16:29:59",="hi-mix",="RI-0352",="FAIL",="PASS",="25102762",="PASS",="5102762",="PASS",="2562",="PASS",="10276",="PASS",="5461",="PASS",="4394",="PASS",="3286",="PASS",="1826",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11640",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="FAIL",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="0005168000148D5B",="-",="",
="2024-07-03",="16:30:32",="16:40:20",="hi-mix",="RI-0352",="PASS",="PASS",="25102910",="PASS",="5102910",="PASS",="764",="PASS",="10244",="PASS",="5412",="PASS",="4316",="PASS",="3281",="PASS",="1767",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11502",="-",="0",="0",="0",="PASS",="906000",="1338285791",="857615339",="-40",="11",="857615339",="1338285791",="-47",="8",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="12",="99",="865413056318149",="89551080157072791251",="Vivo",="PASS",="1",="12",="0.71",="PASS",="89550534400026553037",="Claro",="PASS",="-",="PASS",="EA962CB076BDFB1D",="PASS",="41B085825555F36007608730CBFE49F2",="PASS",="DD472AB9",="PASS",="0005168000147FB1",="PASS",="E427F9BD3F6728D33FFBE0DA31F5A5D3",
="2024-07-03",="16:40:31",="16:47:51",="hi-mix",="RI-0352",="PASS",="PASS",="25103005",="PASS",="5103005",="PASS",="422",="PASS",="10276",="PASS",="5383",="PASS",="4350",="PASS",="3286",="PASS",="1791",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11654",="-",="0",="0",="0",="PASS",="906000",="1965682323",="986885523",="-38",="11",="986885523",="1965682323",="-46",="10",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="12",="99",="865413056317034",="89551080157072791251",="Vivo",="PASS",="2",="11",="0.74",="PASS",="89550534400026538657",="Claro",="PASS",="-",="PASS",="729D51E09707A974",="PASS",="0F8627ACED404A0758186AEBB1D8CBC6",="PASS",="8BAB3621",="PASS",="0005168000147FBE",="PASS",="124A5B976ED79D1DFB544BFA936AAC7A",
="2024-07-03",="16:48:10",="16:50:49",="hi-mix",="RI-0352",="FAIL",="PASS",="25102790",="PASS",="5102790",="PASS",="744",="PASS",="10308",="PASS",="5353",="PASS",="4345",="PASS",="3261",="PASS",="1752",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11626",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="TIMEOUT",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="0005168000148D45",="-",="",
="2024-07-03",="16:51:40",="16:59:23",="hi-mix",="RI-0352",="PASS",="PASS",="25103033",="PASS",="5103033",="PASS",="354",="PASS",="10340",="PASS",="5432",="PASS",="4389",="PASS",="3291",="PASS",="1835",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11571",="-",="0",="0",="0",="PASS",="906000",="943045121",="1145300361",="-37",="11",="1145300361",="943045121",="-44",="9",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="14",="99",="865413056325292",="89551080157072791251",="Vivo",="PASS",="2",="11",="0.75",="PASS",="89550534400026538673",="Claro",="PASS",="-",="PASS",="68B4F0DBDDF22F18",="PASS",="694EDB627C244774B396BC2A4091A945",="PASS",="43C2845D",="PASS",="0005168000147FAE",="PASS",="AD03389946471DACBBCC012EF1EC25BF",
="2024-07-03",="16:59:55",="17:10:01",="hi-mix",="RI-0352",="PASS",="PASS",="25102998",="PASS",="5102998",="PASS",="422",="PASS",="10244",="PASS",="5392",="PASS",="4360",="PASS",="3271",="PASS",="1772",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11640",="-",="0",="0",="0",="PASS",="906000",="119149331",="35039356",="-35",="11",="35039356",="119149331",="-41",="10",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="12",="99",="865413056324329",="89551080157072791251",="Vivo",="PASS",="2",="13",="0.74",="PASS",="89550534400026538681",="Claro",="PASS",="-",="PASS",="825E7940DA63A2F1",="PASS",="046F442DF7F7BF67BC95A69C4CCC4FE7",="PASS",="0DD4C84F",="PASS",="0005168000147F9D",="PASS",="C989FC4CBFAD6D0C1EACE685DF1F94E4",
="2024-07-03",="17:11:58",="17:14:08",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="17:15:11",="17:21:51",="hi-mix",="RI-0352",="FAIL",="PASS",="25102931",="PASS",="5102931",="PASS",="338",="PASS",="10340",="PASS",="5392",="PASS",="4345",="PASS",="3266",="PASS",="1801",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11598",="-",="0",="0",="0",="PASS",="906000",="1132029708",="414854577",="-44",="10",="414854577",="1132029708",="-46",="9",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="FAIL",="0",="0",="865413056352320",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="000516800014997A",="-",="",
="2024-07-03",="17:24:16",="17:26:27",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="17:38:36",="17:40:20",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="17:44:16",="17:46:01",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="17:47:32",="17:58:13",="hi-mix",="RI-0352",="PASS",="PASS",="25103020",="PASS",="5103020",="PASS",="718",="PASS",="10244",="PASS",="5353",="PASS",="4326",="PASS",="3256",="PASS",="1767",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11640",="-",="0",="0",="0",="PASS",="906000",="806255238",="1155610598",="-38",="11",="1155610598",="806255238",="-44",="10",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="PASS",="12",="99",="865413056325912",="89551080157072791251",="Vivo",="PASS",="1",="12",="0.74",="PASS",="89550534400026533062",="Claro",="PASS",="-",="PASS",="D6DA50FB23440B31",="PASS",="5E86C86046CF4255A30E4350C31F2240",="PASS",="7AF38A21",="PASS",="0005168000147EF1",="PASS",="2782A46657779EF79BAF9D7AF3B8CC6D",
="2024-07-03",="17:59:19",="18:01:20",="hi-mix",="RI-0352",="FAIL",="PASS",="25102809",="PASS",="5102809",="PASS",="494",="PASS",="10244",="PASS",="5343",="PASS",="4321",="PASS",="3266",="PASS",="1777",="PASS",="PASS",="v0.5.23",="FAIL",="1100",="01000",="0011",="00111",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="0005168000148301",="-",="",
="2024-07-03",="18:02:11",="18:04:25",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
="2024-07-03",="18:05:52",="18:20:32",="hi-mix",="RI-0352",="FAIL",="PASS",="25102773",="PASS",="5102773",="PASS",="724",="PASS",="10244",="PASS",="5402",="PASS",="4345",="PASS",="3266",="PASS",="1777",="PASS",="PASS",="v0.5.23",="PASS",="1100",="01000",="0011",="10111",="PASS",="11474",="-",="0",="0",="0",="TIMEOUT",="906000",="",="1190235793",="0",="0",="",="568785409",="0",="0",="-",="1000",="",="",="",="",="PASS",="6200000F26D67028",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="PASS",="00051680001499C8",="-",="",
="2024-07-03",="18:46:30",="18:48:19",="hi-mix",="RI-0352",="FAIL",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="0",="-",="-",="",="-",="",="",="",="",="-",="0",="-",="0",="0",="0",="-",="906000",="",="",="0",="0",="",="",="0",="0",="-",="1000",="",="",="",="",="-",="",="-",="0",="0",="",="",="",="-",="",="",="",="-",="",="",="-",="-",="-",="",="-",="",="-",="",="-",="",="-",="",
